region,display_name,parent_group,project_set,manual_launch_date,manual_built_up_min_sqft,manual_built_up_max_sqft,manual_psf_min,manual_psf_max,tracking_notes,shortlist_active,shortlist_origin,project_scale_band,commercial_scope,commercial_scope_reason,snapshot_date,source,source_project_id,project_name,developer_id,developer_name,developer_status,developer_project_count,developer_license_number,developer_license_start_date,developer_license_end_date,state,district,city,project_location,latitude,longitude,source_state_value,source_district_value,source_city_value,permit_number,permit_start_date,permit_end_date,first_spa_date,teduh_spa_price_min,teduh_spa_price_max,hims_project_reference_date,hims_project_reference_date_basis,hims_eligibility_cutoff_date,project_status,development_type,agreement_type,original_construction_period,expected_vp_date,vp_period_amended,approved_extension_period,revised_construction_period,revised_vp_date,ccc_obtained,ccc_date,vp_date,reported_total_units,unit_records_count,priced_unit_records_count,sold_units,unsold_units,booked_or_reserved_units,unknown_sales_status_units,comparable_total_units,sales_percentage,value_sold_percentage,sales_construction_gap,construction_percentage,potential_listed_gdv,average_listed_price_per_unit,median_listed_price_per_unit,listed_price_p25,listed_price_p75,sold_listed_value,recorded_spa_sales_value,average_recorded_spa_price_per_unit,median_recorded_spa_price_per_unit,estimated_sold_value,remaining_listed_value,recorded_price_realisation_percentage,median_recorded_discount_percentage,bumi_total_units,bumi_sold_units,bumi_unsold_units,bumi_sales_percentage,minimum_indicative_gdv,maximum_indicative_gdv,unit_coverage_percentage,listed_price_coverage_percentage,spa_price_coverage_percentage,duplicate_unit_identifiers,construction_row_units,construction_row_count,gdv_confidence,sales_percentage_confidence,sales_value_confidence,construction_confidence,construction_note,component_sales_count,component_sales_confidence,component_sales_note,source_url,source_detail_api_url,source_units_api_url,source_dataset_as_of,source_dataset_as_of_method,retrieved_at,transformation_version,construction_rows_json,component_sales_json,remaining_inventory_json,permit_history_json
Kuala Lumpur,Armani Hallson KLCC,,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM1bn+,Include,Major project GDV,2026-08-16,TEDUH,30256-2,Residensi Armani Hallson Klcc,30256,ARMANI HALLSON KLCC SDN. BHD.,,,,,,Wp Kuala Lumpur,,,,,,Wp Kuala Lumpur,,,30256-2/06-2028/0465(A)-(S),2025-06-12,2028-06-11,2025-06-20,1100000.00,5470971.00,2025-06-20,first_spa_date,2022-01-31,Lancar,,,,2028-06-20,,,,2030-06-20,No,,,2215,2215,2215,975,1240,,,2215,44.018059,,,30.0,3847936169.00,,,,,,1336707106.81,,,1336707106.81,2262937855.00,,,,,,,2499580640.00,9197912415.00,100.0,100.0,100.0,0,2215,2,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30256-2,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30256-2,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:58:31+08:00,1.3.0,"[{""jenis"":""Suite Homes"",""tingkat"":""78"",""bilik"":""1"",""tandas"":""1"",""keluasan"":""0"",""unit"":1440,""hargaMin"":""1,143,806.00"",""hargaMax"":""5,470,971.00"",""peratus"":""30.00"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Soho"",""tingkat"":""69"",""bilik"":""1"",""tandas"":""1"",""keluasan"":""0"",""unit"":775,""hargaMin"":""1,100,000.00"",""hargaMax"":""1,702,857.00"",""peratus"":""30.00"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Arte Solaris,ASIA LINK-UP SDN BHD,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM100m–<RM500m,Include,Core commercial-scale project GDV,2026-08-16,TEDUH,30280-1,Arte Solaris,30280,SOLARIS CERIA SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30280-1/07-2027/0446(R)-(S),2026-07-10,2027-07-09,2023-09-06,988000.00,2699000.00,2023-09-06,first_spa_date,2022-01-31,Lancar,,,,2026-09-06,,,,2028-01-06,No,,,170,170,170,140,30,,,170,82.352941,,,86.5,220362000.00,,,,,,159181880.00,,,159181880.00,41309000.00,,,,,,,167960000.00,458830000.00,100.0,100.0,100.0,0,170,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30280-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30280-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:58:23+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""20"",""bilik"":""1, 2, 3"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":170,""hargaMin"":""988,000.00"",""hargaMax"":""2,699,000.00"",""peratus"":""86.50"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Tangen Residence,ENG HAN BINA SDN BHD,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM100m–<RM500m,Include,Core commercial-scale project GDV,2026-08-16,TEDUH,30349-1,Residensi Tangen,30349,ANGKASA ARMADA SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30349-1/06-2027/0541(R)-(S),2026-06-28,2027-06-27,2023-10-16,659000.00,1249000.00,2023-10-16,first_spa_date,2022-01-31,Lancar,,,,2026-10-16,,,,2027-10-16,No,,,413,413,413,342,71,,,413,82.808717,,,65.27,368542000.00,,,,,,292675550.00,,,292675550.00,69126000.00,,,,,,,272167000.00,515837000.00,100.0,100.0,100.0,0,413,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30349-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30349-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:58:13+08:00,1.3.0,"[{""jenis"":""Rumah Pangsa/Kondo"",""tingkat"":""49"",""bilik"":""3, 4"",""tandas"":""2, 3, 4"",""keluasan"":""0"",""unit"":413,""hargaMin"":""659,000.00"",""hargaMax"":""1,249,000.00"",""peratus"":""65.27"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Hugoz Suites @ KL City Centre,Exsim,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM100m–<RM500m,Include,Core commercial-scale project GDV,2026-08-16,TEDUH,30370-1,Menara Sutera Ria (hugoz Suites @ Kl City Centre),30370,ARMADA ISTIMEWA SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30370-1/09-2027/0668(R)-(S),2026-09-15,2027-09-14,2023-11-15,915515.00,1345960.00,2023-11-15,first_spa_date,2022-01-31,Lancar,,,,2026-11-15,,,,2028-03-15,No,,,320,320,320,319,1,,,320,99.6875,,,70.12,362194800.00,,,,,,315189100.00,,,315189100.00,939665.00,,,,,,,292964800.00,430707200.00,100.0,100.0,100.0,0,320,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30370-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30370-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:58:04+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""36"",""bilik"":""1"",""tandas"":""1, 2"",""keluasan"":""0"",""unit"":320,""hargaMin"":""915,515.00"",""hargaMax"":""1,345,960.00"",""peratus"":""70.12"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Papyrus Residence,,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-16,TEDUH,30400-1,Residensi Papirus Yakin,30400,YAKIN LAND SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30400-1/08-2027/0646(R)-(S),2026-08-28,2027-08-27,2024-04-27,1041600.00,4579200.00,2024-04-27,first_spa_date,2022-01-31,Lancar,,,,2027-04-27,,,,2028-08-27,No,,,454,454,454,434,20,,,454,95.594714,,,87.699515,690144600.00,,,,,,564892683.00,,,564892683.00,24277800.00,,,,,,,473180400.00,2030552400.00,100.0,100.0,100.0,0,454,2,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30400-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30400-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T15:02:53+08:00,1.3.0,"[{""jenis"":""Rumah Pangsa/Kondo"",""tingkat"":""38"",""bilik"":""4, 5"",""tandas"":""3, 4, 5, 6"",""keluasan"":""0"",""unit"":209,""hargaMin"":""1,041,600.00"",""hargaMax"":""4,347,600.00"",""peratus"":""87.57"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Rumah Pangsa/Kondo"",""tingkat"":""38"",""bilik"":""4, 5"",""tandas"":""3, 4, 6"",""keluasan"":""0"",""unit"":245,""hargaMin"":""1,042,800.00"",""hargaMax"":""4,579,200.00"",""peratus"":""87.81"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Penang,The Anton,Tamarins Land,reporting_set,,,,,,,Yes,user_reporting_set,RM100m–<RM500m,Include,Core commercial-scale project GDV,2026-08-16,TEDUH,30439-1,The Anton,30439,GALAKSI BEBAS SDN. BHD.,,,,,,Pulau Pinang,Daerah Timor Laut,,,,,Pulau Pinang,Daerah Timor Laut,,30439-1/10-2026/1179(N)-(S),2023-10-27,2026-10-26,2023-11-29,4068000.00,7695000.00,2023-11-29,first_spa_date,2022-01-31,Siap Dengan CCC,,,,2026-11-29,,,,,Yes,2026-05-15,2026-06-04,51,51,51,47,4,,,51,92.156863,,,100.0,247728000.00,,,,,,197259780.00,,,197259780.00,18967000.00,,,,,,,207468000.00,392445000.00,100.0,100.0,100.0,0,51,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30439-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30439-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T17:31:58+08:00,1.3.0,"[{""jenis"":""Rumah Pangsa/Kondo"",""tingkat"":""13"",""bilik"":""3, 4"",""tandas"":""4, 5, 6"",""keluasan"":""0"",""unit"":51,""hargaMin"":""4,068,000.00"",""hargaMax"":""7,695,000.00"",""peratus"":""100.00"",""komponen"":""Siap Dengan CCC"",""ccc"":""15/05/2026"",""vp"":""04/06/2026""}]",,,
Kuala Lumpur,Tuju Residence,Eccaz Sdn Bhd,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-16,TEDUH,30513-1,Residensi Tuju,30513,DISTINCTIVE WORLD SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30513-1/12-2026/1310(A)-(S),2023-12-10,2026-12-09,2024-03-03,440960.00,1252840.00,2024-03-03,first_spa_date,2022-01-31,Lancar,,,,2027-03-03,,,,2028-09-03,No,,,932,932,932,465,467,,,932,49.892704,,,,766228080.00,,,,,,331947409.00,,,331947409.00,397646070.00,,,,,,,,,100.0,100.0,100.0,0,,2,high,high,high,unavailable,Potential double-counted construction groups,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30513-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30513-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:57:37+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""41"",""bilik"":""1, 2, 3, 4"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":466,""hargaMin"":""501,640.00"",""hargaMax"":""1,252,840.00"",""peratus"":""49.90"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Pangsapuri Servis"",""tingkat"":""41"",""bilik"":""1, 2, 3, 4"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":466,""hargaMin"":""440,960.00"",""hargaMax"":""1,186,690.00"",""peratus"":""49.90"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Penang,Eden at Botanica CT,MTT Group,reporting_set,,,,,,,Yes,user_reporting_set,RM100m–<RM500m,Include,Core commercial-scale project GDV,2026-08-16,TEDUH,30555-1,Eden At Botanica Ct,30555,EDEN AT BOTANICA CT SDN. BHD.,,,,,,Pulau Pinang,Daerah Barat Daya,,,,,Pulau Pinang,Daerah Barat Daya,,30555-1/06-2027/0597(N)-(S),2024-07-01,2027-06-30,2024-07-19,491900.00,1043900.00,2024-07-19,first_spa_date,2022-01-31,Lewat,,,,2027-07-19,,,,,No,,,350,350,350,101,249,,,350,28.857143,,,29.94,239418000.00,,,,,,66575900.00,,,66575900.00,170625100.00,,,,,,,172165000.00,365365000.00,100.0,100.0,100.0,0,350,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30555-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30555-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T17:31:49+08:00,1.3.0,"[{""jenis"":""Rumah Pangsa/Kondo"",""tingkat"":""16"",""bilik"":""1, 2, 3"",""tandas"":""1, 2"",""keluasan"":""0"",""unit"":350,""hargaMin"":""491,900.00"",""hargaMax"":""1,043,900.00"",""peratus"":""29.94"",""komponen"":""Lewat"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Dawn KLCC,Chin Hin,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-16,TEDUH,30629-2,Menara Senja,30629,DAWN LAND SDN. BHD.,,,,,,Wp Kuala Lumpur,,,,,,Wp Kuala Lumpur,,,30629-2/07-2027/0687(A)-(S),2024-08-01,2027-07-31,2024-08-08,1270000.00,2125000.00,2024-08-08,first_spa_date,2022-01-31,Lancar,,,,2027-08-08,,,,2029-06-08,No,,,492,492,492,477,15,,,492,96.95122,,,37.5,798983000.00,,,,,,660030000.00,,,660030000.00,26107000.00,,,,,,,624840000.00,1045500000.00,100.0,100.0,100.0,0,492,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30629-2,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30629-2,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:57:22+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""42"",""bilik"":""1, 2"",""tandas"":""1, 2"",""keluasan"":""0"",""unit"":492,""hargaMin"":""1,270,000.00"",""hargaMax"":""2,125,000.00"",""peratus"":""37.50"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Aricia Residence,,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-16,TEDUH,30632-1,Residensi Aris,30632,ARICIA SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30632-1/01-2028/0076(A)-(S),2025-01-25,2028-01-24,2025-02-08,530000.00,1396000.00,2025-02-08,first_spa_date,2022-01-31,Lancar,,,,2028-02-08,,,,2029-10-08,No,,,787,787,787,598,189,,,787,75.984752,,,37.59756,672797000.00,,,,,,404753295.00,,,404753295.00,207692000.00,,,,,,,480977000.00,938810000.00,100.0,100.0,100.0,0,787,2,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30632-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30632-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:57:20+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""40"",""bilik"":""1, 3"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":438,""hargaMin"":""530,000.00"",""hargaMax"":""1,396,000.00"",""peratus"":""37.50"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Pangsapuri Servis"",""tingkat"":""39"",""bilik"":""2, 3"",""tandas"":""2"",""keluasan"":""0"",""unit"":349,""hargaMin"":""713,000.00"",""hargaMax"":""938,000.00"",""peratus"":""37.72"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Pavillion Square,,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM1bn+,Include,Major project GDV,2026-08-16,TEDUH,30633-1,Dataran Pavilion (pavilion Square),30633,ARMANI HARTAJAYA SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30633-1/08-2027/0740(A)-(S),2024-08-16,2027-08-15,2024-09-11,1319000.00,5774150.00,2024-09-11,first_spa_date,2022-01-31,Lancar,,,,2027-09-11,,,,2029-07-11,No,,,960,960,960,745,215,,,960,77.604167,,,25.42,3016933600.00,,,,,,2167388730.00,,,2167388730.00,718261500.00,,,,,,,1266240000.00,5543184000.00,100.0,100.0,100.0,0,960,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30633-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30633-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:57:18+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""68"",""bilik"":""1, 2, 3"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":960,""hargaMin"":""1,319,000.00"",""hargaMax"":""5,774,150.00"",""peratus"":""25.42"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Vila Setara,,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM100m–<RM500m,Include,Core commercial-scale project GDV,2026-08-16,TEDUH,30648-1,Vila Setara,30648,PEMBANGUNAN JUJUR SEJIWA SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30648-1/03-2027/0140(R)-(L),2026-03-18,2027-03-17,2024-08-12,2606080.00,5167800.00,2024-08-12,first_spa_date,2022-01-31,Sakit,,,,2026-08-12,,,,,No,,,63,63,63,42,21,,,63,66.666667,,,92.5,180305560.00,,,,,,125577880.00,,,125577880.00,54727680.00,,,,,,,164183040.00,325571400.00,100.0,100.0,100.0,0,63,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30648-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30648-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T15:00:45+08:00,1.3.0,"[{""jenis"":""Rumah Teres"",""tingkat"":""3"",""bilik"":""6"",""tandas"":""6"",""keluasan"":""393 - 520"",""unit"":63,""hargaMin"":""2,606,080.00"",""hargaMax"":""5,167,800.00"",""peratus"":""92.50"",""komponen"":""Sakit"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Park Green Bukit Jalil,MALTON BERHAD,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-16,TEDUH,30667-1,Pavilion Bukit Jalil,30667,REGAL PATH SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30667-1/09-2027/0886(A)-(S),2024-09-30,2027-09-29,2024-10-15,1344450.00,2960470.00,2024-10-15,first_spa_date,2022-01-31,Lancar,,,,2027-10-15,,,,2029-04-15,No,,,453,453,453,388,65,,,453,85.651214,,,,854002600.00,,,,,,657381603.00,,,657381603.00,135712080.00,,,,,,,,,100.0,100.0,100.0,0,,2,high,high,high,unavailable,Potential double-counted construction groups,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30667-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30667-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:57:15+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""47"",""bilik"":""3, 4"",""tandas"":""2, 3"",""keluasan"":""0"",""unit"":210,""hargaMin"":""1,744,450.00"",""hargaMax"":""2,960,470.00"",""peratus"":""25.72"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Pangsapuri Servis"",""tingkat"":""47"",""bilik"":""3, 4"",""tandas"":""2, 3"",""keluasan"":""0"",""unit"":243,""hargaMin"":""1,344,450.00"",""hargaMax"":""2,355,560.00"",""peratus"":""27.51"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Sunway Velocity 3,Sunway,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM1bn+,Include,Major project GDV,2026-08-16,TEDUH,30685-1,Sunway Velocity 3,30685,SUNWAY VELOCITY THREE SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30685-1/04-2027/0328(A)-(S),2024-04-19,2027-04-18,2024-05-24,761000.00,1279000.00,2024-05-24,first_spa_date,2022-01-31,Lancar,,,,2027-05-24,,,,2028-05-24,No,,,1604,1604,1604,1523,81,,,1604,94.950125,,,39.74995,1544098000.00,,,,,,1277965000.00,,,1277965000.00,66185000.00,,,,,,,1234112000.00,2023684000.00,100.0,100.0,100.0,0,1604,2,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30685-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30685-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:57:14+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""52"",""bilik"":""2, 3, 4, 23"",""tandas"":""2, 3, 4"",""keluasan"":""0"",""unit"":1036,""hargaMin"":""774,000.00"",""hargaMax"":""1,279,000.00"",""peratus"":""42.25"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Pangsapuri Servis"",""tingkat"":""52"",""bilik"":""2, 3, 4"",""tandas"":""2, 3"",""keluasan"":""0"",""unit"":568,""hargaMin"":""761,000.00"",""hargaMax"":""1,230,000.00"",""peratus"":""35.19"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Penang,The Crown,Chin Hin,general,2024-07-14,614,1625,,,,Yes,manual,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-16,TEDUH,30744-1,The Crown,30744,STELLAR PLATINUM SDN. BHD.,,,,,,Pulau Pinang,Daerah Timor Laut,,,,,Pulau Pinang,Daerah Timor Laut,,30744-1/07-2027/0684(A)-(S),2024-07-30,2027-07-29,2024-08-20,783000.00,2073000.00,2024-08-20,first_spa_date,2022-01-31,Lancar,,,,2027-08-20,,,,2029-02-20,No,,,588,588,588,479,109,,,588,81.462585,,,37.5,638783000.00,,,,,,471285000.00,,,471285000.00,121999000.00,,,,,,,460404000.00,1218924000.00,100.0,100.0,100.0,0,588,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30744-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30744-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T21:45:32+08:00,1.3.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""41"",""bilik"":""1, 2, 3"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":588,""hargaMin"":""783,000.00"",""hargaMax"":""2,073,000.00"",""peratus"":""37.50"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Golden Crown Residence,Nation Venue Sdn Bhd,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM1bn+,Include,Major project GDV,2026-08-16,TEDUH,30755-1,Menara Golden Eagle,30755,MULTIBAY DEVELOPMENT SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30755-1/10-2028/0858(A)-(S),2025-10-16,2028-10-15,2026-02-05,1352000.00,3174000.00,2026-02-05,first_spa_date,2022-01-31,Lancar,,,,2029-02-05,,,,,No,,,490,490,490,45,445,,,490,9.183673,,,94.54,1000070000.00,,,,,,87052000.00,,,87052000.00,908808000.00,,,,,,,662480000.00,1555260000.00,100.0,100.0,100.0,0,490,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30755-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30755-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:57:08+08:00,1.3.0,"[{""jenis"":""Rumah Pangsa/Kondo"",""tingkat"":""60"",""bilik"":""1, 2, 3"",""tandas"":""1, 2"",""keluasan"":""0"",""unit"":490,""hargaMin"":""1,352,000.00"",""hargaMax"":""3,174,000.00"",""peratus"":""94.54"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
Kuala Lumpur,Tuan Heritage 3,CPILAND SDN BHD,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-16,TEDUH,30769-1,Residensi Warisan Segambut,30769,TNJ DEVELOPMENT SDN. BHD.,,,,,,Wp Kuala Lumpur,Kuala Lumpur,,,,,Wp Kuala Lumpur,Kuala Lumpur,,30769-1/08-2027/0771(N)-(S),2024-08-27,2027-08-26,2024-09-02,568300.00,686700.00,2024-09-02,first_spa_date,2022-01-31,Lancar,,,,2027-09-02,,,,2028-09-02,No,,,1269,1269,1269,1267,2,,,1269,99.842396,,,33.55,744637200.00,,,,,,674531100.00,,,674531100.00,1237100.00,,,,,,,721172700.00,871422300.00,100.0,100.0,100.0,0,1269,1,high,high,high,high,,,,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30769-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30769-1,2026-08-15,TEDUH frontend previous-day label; not an API timestamp,2026-08-16T14:57:07+08:00,1.3.0,"[{""jenis"":""Pangsapuri Suite"",""tingkat"":""45"",""bilik"":""2, 3"",""tandas"":""2, 3"",""keluasan"":""0"",""unit"":1269,""hargaMin"":""568,300.00"",""hargaMax"":""686,700.00"",""peratus"":""33.55"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]",,,
