region,display_name,parent_group,project_set,manual_launch_date,manual_built_up_min_sqft,manual_built_up_max_sqft,manual_psf_min,manual_psf_max,tracking_notes,shortlist_active,shortlist_origin,project_scale_band,commercial_scope,commercial_scope_reason,snapshot_date,source,source_project_id,project_name,developer_id,developer_name,developer_status,developer_project_count,developer_license_number,developer_license_start_date,developer_license_end_date,state,district,city,project_location,latitude,longitude,source_state_value,source_district_value,source_city_value,permit_number,permit_start_date,permit_end_date,first_spa_date,teduh_spa_price_min,teduh_spa_price_max,hims_project_reference_date,hims_project_reference_date_basis,hims_eligibility_cutoff_date,project_status,development_type,agreement_type,original_construction_period,expected_vp_date,vp_period_amended,approved_extension_period,revised_construction_period,revised_vp_date,ccc_obtained,ccc_date,vp_date,reported_total_units,unit_records_count,priced_unit_records_count,sold_units,unsold_units,booked_or_reserved_units,unknown_sales_status_units,comparable_total_units,sales_percentage,value_sold_percentage,sales_construction_gap,construction_percentage,potential_listed_gdv,average_listed_price_per_unit,median_listed_price_per_unit,listed_price_p25,listed_price_p75,sold_listed_value,recorded_spa_sales_value,average_recorded_spa_price_per_unit,median_recorded_spa_price_per_unit,estimated_sold_value,remaining_listed_value,recorded_price_realisation_percentage,median_recorded_discount_percentage,bumi_total_units,bumi_sold_units,bumi_unsold_units,bumi_sales_percentage,minimum_indicative_gdv,maximum_indicative_gdv,unit_coverage_percentage,listed_price_coverage_percentage,spa_price_coverage_percentage,duplicate_unit_identifiers,construction_row_units,construction_row_count,gdv_confidence,sales_percentage_confidence,sales_value_confidence,construction_confidence,construction_note,component_sales_count,component_sales_confidence,component_sales_note,source_url,source_detail_api_url,source_units_api_url,source_dataset_as_of,source_dataset_as_of_method,retrieved_at,transformation_version,construction_rows_json,component_sales_json,remaining_inventory_json,permit_history_json
Kuala Lumpur,Tuju Residence,Eccaz Sdn Bhd,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-25,TEDUH,30513-1,Residensi Tuju,30513,DISTINCTIVE WORLD SDN. BHD.,Aktif,1,30513/07-2028/0190(A),2023-07-21,2028-07-20,Wp Kuala Lumpur,Kuala Lumpur,,"Kuala Lumpur, WP Kuala Lumpur",3.188445,101.670894,Wp Kuala Lumpur,Kuala Lumpur,,30513-1/12-2026/1310(A)-(S),2023-12-10,2026-12-09,2024-03-03,440960.00,1252840.00,2024-03-03,first_spa_date,2022-01-31,Lancar,Berfasa,Jadual H,36 Bulan,2027-03-03,Ya,18 Bulan,54 Bulan,2028-09-03,No,,,932,932,932,473,459,,,932,50.751073,,,,766228080.00,,,,,,338523028.00,,,338523028.00,389915330.00,,,,,,,,,100.0,100.0,100.0,0,,2,high,high,high,unavailable,Potential double-counted construction groups,2,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30513-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30513-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:59:39+08:00,1.4.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""41"",""bilik"":""1, 2, 3, 4"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":466,""hargaMin"":""501,640.00"",""hargaMax"":""1,252,840.00"",""peratus"":""49.90"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Pangsapuri Servis"",""tingkat"":""41"",""bilik"":""1, 2, 3, 4"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":466,""hargaMin"":""440,960.00"",""hargaMax"":""1,186,690.00"",""peratus"":""49.90"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""54690"",""property_type"":""Pangsapuri Servis"",""total_units"":466,""sold_units"":187,""unsold_units"":279,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":466,""sales_percentage"":40.128755,""duplicate_unit_identifiers"":0,""confidence"":""high""},{""component_number"":2,""component_label"":""Component 2"",""source_component_id"":""54691"",""property_type"":""Pangsapuri Servis"",""total_units"":466,""sold_units"":286,""unsold_units"":180,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":466,""sales_percentage"":61.373391,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30513-1/12-2026/1310(A)-(S)"",""mula"":""10 Dec 2023"",""tamat"":""09 Dec 2026"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Aktif""},{""no"":""30513-1/12-2026/1310(N)-(S)"",""mula"":""10 Dec 2023"",""tamat"":""09 Dec 2026"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Tidak Aktif""}]"
Penang,Eden at Botanica CT,MTT Group,reporting_set,,,,,,,Yes,user_reporting_set,RM100m–<RM500m,Include,Core commercial-scale project GDV,2026-08-25,TEDUH,30555-1,Eden At Botanica Ct,30555,EDEN AT BOTANICA CT SDN. BHD.,Aktif,1,30555/09-2028/0232(A),2023-09-06,2028-09-05,Pulau Pinang,Daerah Barat Daya,,"Daerah Barat Daya, Pulau Pinang",5.350316,100.23495,Pulau Pinang,Daerah Barat Daya,,30555-1/06-2027/0597(N)-(S),2024-07-01,2027-06-30,2024-07-19,491900.00,1043900.00,2024-07-19,first_spa_date,2022-01-31,Lewat,Berfasa,Jadual H,36 Bulan,2027-07-19,Tidak,,,,No,,,350,350,350,101,249,,,350,28.857143,,,29.94,239418000.00,,,,,,66575900.00,,,66575900.00,170625100.00,,,,,,,172165000.00,365365000.00,100.0,100.0,100.0,0,350,1,high,high,high,high,,1,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30555-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30555-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:59:45+08:00,1.4.0,"[{""jenis"":""Rumah Pangsa/Kondo"",""tingkat"":""16"",""bilik"":""1, 2, 3"",""tandas"":""1, 2"",""keluasan"":""0"",""unit"":350,""hargaMin"":""491,900.00"",""hargaMax"":""1,043,900.00"",""peratus"":""29.94"",""komponen"":""Lewat"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""56043"",""property_type"":""Rumah Pangsa/Kondo"",""total_units"":350,""sold_units"":101,""unsold_units"":249,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":350,""sales_percentage"":28.857143,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,[]
Kuala Lumpur,Dawn KLCC,Chin Hin,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-25,TEDUH,30629-2,Menara Senja,30629,DAWN LAND SDN. BHD.,Aktif,2,30629/11-2028/0304(A),2023-11-24,2028-11-23,Wp Kuala Lumpur,,,WP Kuala Lumpur,3.160785,101.709599,Wp Kuala Lumpur,,,30629-2/07-2027/0687(A)-(S),2024-08-01,2027-07-31,2024-08-08,1270000.00,2125000.00,2024-08-08,first_spa_date,2022-01-31,Lancar,Berfasa,Jadual H,36 Bulan,2027-08-08,Ya,22 Bulan,58 Bulan,2029-06-08,No,,,492,492,492,477,15,,,492,96.95122,,,37.5,798983000.00,,,,,,660030000.00,,,660030000.00,26107000.00,,,,,,,624840000.00,1045500000.00,100.0,100.0,100.0,0,492,1,high,high,high,high,,1,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30629-2,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30629-2,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:57:58+08:00,1.4.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""42"",""bilik"":""1, 2"",""tandas"":""1, 2"",""keluasan"":""0"",""unit"":492,""hargaMin"":""1,270,000.00"",""hargaMax"":""2,125,000.00"",""peratus"":""37.50"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""56242"",""property_type"":""Pangsapuri Servis"",""total_units"":492,""sold_units"":477,""unsold_units"":15,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":492,""sales_percentage"":96.95122,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30629-2/07-2027/0687(A)-(S)"",""mula"":""01 Aug 2024"",""tamat"":""31 Jul 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Aktif""},{""no"":""30629-2/07-2027/0687(N)-(S)"",""mula"":""01 Aug 2024"",""tamat"":""31 Jul 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Tidak Aktif""}]"
Kuala Lumpur,Aricia Residence,,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-25,TEDUH,30632-1,Residensi Aris,30632,ARICIA SDN. BHD.,Aktif,1,30632/11-2028/0307(A),2023-11-28,2028-11-27,Wp Kuala Lumpur,Kuala Lumpur,,"Kuala Lumpur, WP Kuala Lumpur",3.123102,101.708992,Wp Kuala Lumpur,Kuala Lumpur,,30632-1/01-2028/0076(A)-(S),2025-01-25,2028-01-24,2025-02-08,530000.00,1396000.00,2025-02-08,first_spa_date,2022-01-31,Lancar,Berfasa,Jadual H,36 Bulan,2028-02-08,Ya,20 Bulan,56 Bulan,2029-10-08,No,,,787,787,787,603,184,,,787,76.620076,,,37.59756,672797000.00,,,,,,409997295.00,,,409997295.00,201661000.00,,,,,,,480977000.00,938810000.00,100.0,100.0,100.0,0,787,2,high,high,high,high,,2,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30632-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30632-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:57:32+08:00,1.4.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""40"",""bilik"":""1, 3"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":438,""hargaMin"":""530,000.00"",""hargaMax"":""1,396,000.00"",""peratus"":""37.50"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Pangsapuri Servis"",""tingkat"":""39"",""bilik"":""2, 3"",""tandas"":""2"",""keluasan"":""0"",""unit"":349,""hargaMin"":""713,000.00"",""hargaMax"":""938,000.00"",""peratus"":""37.72"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""57374"",""property_type"":""Pangsapuri Servis"",""total_units"":438,""sold_units"":298,""unsold_units"":140,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":438,""sales_percentage"":68.03653,""duplicate_unit_identifiers"":0,""confidence"":""high""},{""component_number"":2,""component_label"":""Component 2"",""source_component_id"":""57375"",""property_type"":""Pangsapuri Servis"",""total_units"":349,""sold_units"":305,""unsold_units"":44,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":349,""sales_percentage"":87.39255,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30632-1/01-2028/0076(A)-(S)"",""mula"":""25 Jan 2025"",""tamat"":""24 Jan 2028"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Aktif""},{""no"":""30632-1/01-2028/0076(N)-(S)"",""mula"":""25 Jan 2025"",""tamat"":""24 Jan 2028"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Tidak Aktif""}]"
Kuala Lumpur,Pavillion Square,,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM1bn+,Include,Major project GDV,2026-08-25,TEDUH,30633-1,Dataran Pavilion (pavilion Square),30633,ARMANI HARTAJAYA SDN. BHD.,Aktif,1,30633/11-2028/0308(A),2023-12-01,2028-11-30,Wp Kuala Lumpur,Kuala Lumpur,,"Kuala Lumpur, WP Kuala Lumpur",3.14865,101.716208,Wp Kuala Lumpur,Kuala Lumpur,,30633-1/08-2027/0740(A)-(S),2024-08-16,2027-08-15,2024-09-11,1319000.00,5774150.00,2024-09-11,first_spa_date,2022-01-31,Lancar,Berfasa,Jadual H,36 Bulan,2027-09-11,Ya,22 Bulan,58 Bulan,2029-07-11,No,,,960,960,960,749,211,,,960,78.020833,,,25.42,3016933600.00,,,,,,2181133730.00,,,2181133730.00,703427950.00,,,,,,,1266240000.00,5543184000.00,100.0,100.0,100.0,0,960,1,high,high,high,high,,1,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30633-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30633-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:58:50+08:00,1.4.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""68"",""bilik"":""1, 2, 3"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":960,""hargaMin"":""1,319,000.00"",""hargaMax"":""5,774,150.00"",""peratus"":""25.42"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""56348"",""property_type"":""Pangsapuri Servis"",""total_units"":960,""sold_units"":749,""unsold_units"":211,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":960,""sales_percentage"":78.020833,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30633-1/08-2027/0740(N)-(S)"",""mula"":""16 Aug 2024"",""tamat"":""15 Aug 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Aktif""}]"
Kuala Lumpur,Vila Setara,,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM100m–<RM500m,Include,Core commercial-scale project GDV,2026-08-25,TEDUH,30648-1,Vila Setara,30648,PEMBANGUNAN JUJUR SEJIWA SDN. BHD.,Aktif,1,30648/12-2028/0323(N),2023-12-22,2028-12-21,Wp Kuala Lumpur,Kuala Lumpur,,"Kuala Lumpur, WP Kuala Lumpur",3.077057,101.687787,Wp Kuala Lumpur,Kuala Lumpur,,30648-1/03-2027/0140(R)-(L),2026-03-18,2027-03-17,2024-08-12,2606080.00,5167800.00,2024-08-12,first_spa_date,2022-01-31,Sakit,Berfasa,Jadual G,24 Bulan,2026-08-12,Tidak,,,,No,,,63,63,63,42,21,,,63,66.666667,,,92.5,180305560.00,,,,,,125577880.00,,,125577880.00,54727680.00,,,,,,,164183040.00,325571400.00,100.0,100.0,100.0,0,63,1,high,high,high,high,,1,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30648-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30648-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:59:42+08:00,1.4.0,"[{""jenis"":""Rumah Teres"",""tingkat"":""3"",""bilik"":""6"",""tandas"":""6"",""keluasan"":""393 - 520"",""unit"":63,""hargaMin"":""2,606,080.00"",""hargaMax"":""5,167,800.00"",""peratus"":""92.50"",""komponen"":""Sakit"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""55341"",""property_type"":""Rumah Teres"",""total_units"":63,""sold_units"":42,""unsold_units"":21,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":63,""sales_percentage"":66.666667,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30648-1/03-2026/0248(A)-(L)"",""mula"":""18 Mar 2024"",""tamat"":""17 Mar 2026"",""tempoh"":""24 bulan"",""is_latest"":false,""status"":""Tamat""},{""no"":""30648-1/03-2026/0248(N)-(L)"",""mula"":""18 Mar 2024"",""tamat"":""17 Mar 2026"",""tempoh"":""24 bulan"",""is_latest"":false,""status"":""Tamat""}]"
Kuala Lumpur,Park Green Bukit Jalil,MALTON BERHAD,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-25,TEDUH,30667-1,Pavilion Bukit Jalil,30667,REGAL PATH SDN. BHD.,Aktif,1,30667/01-2029/0009(A),2024-01-08,2029-01-07,Wp Kuala Lumpur,Kuala Lumpur,,"Kuala Lumpur, WP Kuala Lumpur",3.04936,101.67353,Wp Kuala Lumpur,Kuala Lumpur,,30667-1/09-2027/0886(A)-(S),2024-09-30,2027-09-29,2024-10-15,1344450.00,2960470.00,2024-10-15,first_spa_date,2022-01-31,Lancar,Berfasa,Jadual H,36 Bulan,2027-10-15,Ya,18 Bulan,54 Bulan,2029-04-15,No,,,453,453,453,391,62,,,453,86.313466,,,,854002600.00,,,,,,662218723.00,,,662218723.00,130478730.00,,,,,,,,,100.0,100.0,100.0,0,,2,high,high,high,unavailable,Potential double-counted construction groups,2,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30667-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30667-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:58:47+08:00,1.4.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""47"",""bilik"":""3, 4"",""tandas"":""2, 3"",""keluasan"":""0"",""unit"":210,""hargaMin"":""1,744,450.00"",""hargaMax"":""2,960,470.00"",""peratus"":""25.72"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Pangsapuri Servis"",""tingkat"":""47"",""bilik"":""3, 4"",""tandas"":""2, 3"",""keluasan"":""0"",""unit"":243,""hargaMin"":""1,344,450.00"",""hargaMax"":""2,355,560.00"",""peratus"":""27.51"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""56675"",""property_type"":""Pangsapuri Servis"",""total_units"":210,""sold_units"":170,""unsold_units"":40,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":210,""sales_percentage"":80.952381,""duplicate_unit_identifiers"":0,""confidence"":""high""},{""component_number"":2,""component_label"":""Component 2"",""source_component_id"":""56676"",""property_type"":""Pangsapuri Servis"",""total_units"":243,""sold_units"":221,""unsold_units"":22,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":243,""sales_percentage"":90.946502,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30667-1/09-2027/0886(A)-(S)"",""mula"":""30 Sep 2024"",""tamat"":""29 Sep 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Aktif""},{""no"":""30667-1/09-2027/0886(N)-(S)"",""mula"":""30 Sep 2024"",""tamat"":""29 Sep 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Tidak Aktif""}]"
Kuala Lumpur,Sunway Velocity 3,Sunway,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM1bn+,Include,Major project GDV,2026-08-25,TEDUH,30685-1,Sunway Velocity 3,30685,SUNWAY VELOCITY THREE SDN. BHD.,Aktif,2,30685/01-2029/0027(A),2024-01-24,2029-01-23,Wp Kuala Lumpur,Kuala Lumpur,,"Kuala Lumpur, WP Kuala Lumpur",3.129543,101.72749,Wp Kuala Lumpur,Kuala Lumpur,,30685-1/04-2027/0328(A)-(S),2024-04-19,2027-04-18,2024-05-24,761000.00,1279000.00,2024-05-24,first_spa_date,2022-01-31,Lancar,Berfasa,Jadual H,36 Bulan,2027-05-24,Ya,12 Bulan,48 Bulan,2028-05-24,No,,,1604,1604,1604,1527,77,,,1604,95.199501,,,39.74995,1544098000.00,,,,,,1281185000.00,,,1281185000.00,62543000.00,,,,,,,1234112000.00,2023684000.00,100.0,100.0,100.0,0,1604,2,high,high,high,high,,2,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30685-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30685-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:59:20+08:00,1.4.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""52"",""bilik"":""2, 3, 4, 23"",""tandas"":""2, 3, 4"",""keluasan"":""0"",""unit"":1036,""hargaMin"":""774,000.00"",""hargaMax"":""1,279,000.00"",""peratus"":""42.25"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""},{""jenis"":""Pangsapuri Servis"",""tingkat"":""52"",""bilik"":""2, 3, 4"",""tandas"":""2, 3"",""keluasan"":""0"",""unit"":568,""hargaMin"":""761,000.00"",""hargaMax"":""1,230,000.00"",""peratus"":""35.19"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""55521"",""property_type"":""Pangsapuri Servis"",""total_units"":1036,""sold_units"":961,""unsold_units"":75,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":1036,""sales_percentage"":92.760618,""duplicate_unit_identifiers"":0,""confidence"":""high""},{""component_number"":2,""component_label"":""Component 2"",""source_component_id"":""55522"",""property_type"":""Pangsapuri Servis"",""total_units"":568,""sold_units"":566,""unsold_units"":2,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":568,""sales_percentage"":99.647887,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30685-1/04-2027/0328(A)-(S)"",""mula"":""19 Apr 2024"",""tamat"":""18 Apr 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Aktif""},{""no"":""30685-1/04-2027/0328(N)-(S)"",""mula"":""19 Apr 2024"",""tamat"":""18 Apr 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Tidak Aktif""}]"
Penang,The Crown,Chin Hin,general,2024-07-14,614,1625,,,,Yes,manual,RM500m–<RM1bn,Include,Large-scale project GDV,2026-08-25,TEDUH,30744-1,The Crown,30744,STELLAR PLATINUM SDN. BHD.,Aktif,1,30744/04-2029/0086(A),2024-04-22,2029-04-21,Pulau Pinang,Daerah Timor Laut,,"Daerah Timor Laut, Pulau Pinang",5.455732,100.310931,Pulau Pinang,Daerah Timor Laut,,30744-1/07-2027/0684(A)-(S),2024-07-30,2027-07-29,2024-08-20,783000.00,2073000.00,2024-08-20,first_spa_date,2022-01-31,Lancar,Berfasa,Jadual H,36 Bulan,2027-08-20,Ya,18 Bulan,54 Bulan,2029-02-20,No,,,588,588,588,479,109,,,588,81.462585,,,37.5,638783000.00,,,,,,471285000.00,,,471285000.00,121999000.00,,,,,,,460404000.00,1218924000.00,100.0,100.0,100.0,0,588,1,high,high,high,high,,1,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30744-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30744-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:59:56+08:00,1.4.0,"[{""jenis"":""Pangsapuri Servis"",""tingkat"":""41"",""bilik"":""1, 2, 3"",""tandas"":""1, 2, 3"",""keluasan"":""0"",""unit"":588,""hargaMin"":""783,000.00"",""hargaMax"":""2,073,000.00"",""peratus"":""37.50"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""56237"",""property_type"":""Pangsapuri Servis"",""total_units"":588,""sold_units"":479,""unsold_units"":109,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":588,""sales_percentage"":81.462585,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30744-1/07-2027/0684(A)-(S)"",""mula"":""30 Jul 2024"",""tamat"":""29 Jul 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Aktif""},{""no"":""30744-1/07-2027/0684(N)-(S)"",""mula"":""30 Jul 2024"",""tamat"":""29 Jul 2027"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Tidak Aktif""}]"
Kuala Lumpur,Golden Crown Residence,Nation Venue Sdn Bhd,comparator_set,,,,,,,Yes,authorized_chgp_public_shortlist,RM1bn+,Include,Major project GDV,2026-08-25,TEDUH,30755-1,Menara Golden Eagle,30755,MULTIBAY DEVELOPMENT SDN. BHD.,Aktif,1,30755/05-2029/0097(A),2024-05-02,2029-05-01,Wp Kuala Lumpur,Kuala Lumpur,,"Kuala Lumpur, WP Kuala Lumpur",3.142648,101.720266,Wp Kuala Lumpur,Kuala Lumpur,,30755-1/10-2028/0858(A)-(S),2025-10-16,2028-10-15,2026-02-05,1352000.00,3174000.00,2026-02-05,first_spa_date,2022-01-31,Lancar,Berfasa,Jadual H,36 Bulan,2029-02-05,Tidak,,,,No,,,490,490,490,46,444,,,490,9.387755,,,94.54,1000070000.00,,,,,,88726000.00,,,88726000.00,907062000.00,,,,,,,662480000.00,1555260000.00,100.0,100.0,100.0,0,490,1,high,high,high,high,,1,high,,https://teduh.kpkt.gov.my/semakan-status-kemajuan,https://teduh.kpkt.gov.my/api/projek-swasta/30755-1,https://teduh.kpkt.gov.my/api/unit-projek-swasta/30755-1,2026-08-24,TEDUH frontend previous-day label; not an API timestamp,2026-08-25T14:58:05+08:00,1.4.0,"[{""jenis"":""Rumah Pangsa/Kondo"",""tingkat"":""60"",""bilik"":""1, 2, 3"",""tandas"":""1, 2"",""keluasan"":""0"",""unit"":490,""hargaMin"":""1,352,000.00"",""hargaMax"":""3,174,000.00"",""peratus"":""94.54"",""komponen"":""Lancar"",""ccc"":""-"",""vp"":""-""}]","[{""component_number"":1,""component_label"":""Component 1"",""source_component_id"":""58822"",""property_type"":""Rumah Pangsa/Kondo"",""total_units"":490,""sold_units"":46,""unsold_units"":444,""booked_or_reserved_units"":0,""unknown_sales_status_units"":0,""comparable_total_units"":490,""sales_percentage"":9.387755,""duplicate_unit_identifiers"":0,""confidence"":""high""}]",,"[{""no"":""30755-1/10-2028/0858(N)-(S)"",""mula"":""16 Oct 2025"",""tamat"":""15 Oct 2028"",""tempoh"":""36 bulan"",""is_latest"":false,""status"":""Aktif""}]"
